"rater_id","reference_title","soft_attribute","less_than","about_as","more_than"
12,"Goodfellas (1990)","predictable","[Ocean's Eleven (2001),Seven (a.k.a. Se7en) (1995)]","[Casino (1995),The Game (1997)]","[Liar Liar (1997),Spider-Man (2002),Jerry Maguire (1996),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Home Alone (1990)]"
12,"My Cousin Vinny (1992)","realistic","[Finding Nemo (2003),Spider-Man (2002),Honey, I Shrunk the Kids (1989),Beauty and the Beast (1991),Toy Story (1995),Spider-Man 2 (2004),Groundhog Day (1993),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]","[Fight Club (1999)]","[American Pie (1999)]"
12,"The Godfather (1972)","romantic",NULL,"[Fight Club (1999),Seven (a.k.a. Se7en) (1995),Airplane! (1980),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Ocean's Eleven (2001),Memento (2000)]","[Armageddon (1998),Spider-Man 2 (2004),American Pie (1999),Liar Liar (1997)]"
12,"Austin Powers: International Man of Mystery (1997)","sappy","[Fight Club (1999)]","[Austin Powers: The Spy Who Shagged Me (1999),The Departed (2006),Die Hard (1988),Toy Story (1995),Finding Nemo (2003),Honey, I Shrunk the Kids (1989)]","[Shrek (2001),E.T. the Extra-Terrestrial (1982),Home Alone (1990)]"
12,"Beauty and the Beast (1991)","scary","[Shrek (2001)]","[Shakespeare in Love (1998),Jerry Maguire (1996)]","[Seven (a.k.a. Se7en) (1995),The Game (1997),E.T. the Extra-Terrestrial (1982),Armageddon (1998),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Spider-Man (2002),The Usual Suspects (1995)]"
12,"The Departed (2006)","serious","[Back to the Future (1985),Finding Nemo (2003),American Pie (1999),Austin Powers: The Spy Who Shagged Me (1999),Airplane! (1980),Toy Story (1995),Spider-Man 2 (2004),Spider-Man (2002),Beauty and the Beast (1991)]","[Good Will Hunting (1997)]",NULL
12,"Titanic (1997)","simplistic script","[Goodfellas (1990),Fight Club (1999)]","[Shakespeare in Love (1998)]","[Austin Powers: International Man of Mystery (1997),Back to the Future (1985),Home Alone (1990),Spider-Man 2 (2004),Finding Nemo (2003),Ace Ventura: Pet Detective (1994),Beauty and the Beast (1991)]"
12,"Liar Liar (1997)","slow-paced",NULL,"[Ace Ventura: Pet Detective (1994),Austin Powers: The Spy Who Shagged Me (1999),Beauty and the Beast (1991),Home Alone (1990),Toy Story (1995)]","[The Godfather (1972),Meet the Parents (2000),Spider-Man (2002),The Departed (2006),Catch Me If You Can (2002)]"
12,"Armageddon (1998)","tearful","[Austin Powers: The Spy Who Shagged Me (1999),Fight Club (1999),Catch Me If You Can (2002),Inception (2010),Ace Ventura: Pet Detective (1994),Toy Story (1995),Meet the Parents (2000),Beauty and the Beast (1991),Shrek 2 (2004)]",NULL,"[Eternal Sunshine of the Spotless Mind (2004)]"
12,"Liar Liar (1997)","terrifying",NULL,"[Honey, I Shrunk the Kids (1989),Toy Story 2 (1999),Meet the Parents (2000),Finding Nemo (2003),Ace Ventura: When Nature Calls (1995)]","[Ace Ventura: Pet Detective (1994),Spider-Man (2002),The Dark Knight (2008),The Departed (2006),Austin Powers: International Man of Mystery (1997)]"
12,"Honey, I Shrunk the Kids (1989)","tongue and cheek","[Beauty and the Beast (1991),Spider-Man (2002),Titanic (1997)]","[Die Hard (1988)]","[Shrek 2 (2004),Airplane! (1980),Shrek (2001),Liar Liar (1997),The Departed (2006),Ocean's Eleven (2001)]"
12,"The Godfather (1972)","twisty","[Dumb & Dumber (Dumb and Dumber) (1994),Honey, I Shrunk the Kids (1989),Ace Ventura: Pet Detective (1994),My Cousin Vinny (1992),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Shrek (2001)]","[Casino (1995),Fight Club (1999)]","[Inception (2010),Memento (2000)]"
12,"Few Good Men, A (1992)","typical","[Inception (2010),Airplane! (1980)]","[The Godfather (1972),My Cousin Vinny (1992)]","[Home Alone (1990),Austin Powers: The Spy Who Shagged Me (1999),Ace Ventura: When Nature Calls (1995),Titanic (1997),Ocean's Eleven (2001),Shrek (2001)]"
12,"Spider-Man 2 (2004)","unique story","[American Pie (1999),Seven (a.k.a. Se7en) (1995),Jerry Maguire (1996),Shakespeare in Love (1998)]","[Finding Nemo (2003),Good Will Hunting (1997),Beauty and the Beast (1991),Spider-Man (2002),The Dark Knight (2008)]","[Inception (2010)]"
12,"Dumb & Dumber (Dumb and Dumber) (1994)","unrealistic","[Meet the Parents (2000)]","[Austin Powers: The Spy Who Shagged Me (1999),Ace Ventura: When Nature Calls (1995)]","[Die Hard (1988),Memento (2000),Home Alone (1990),Liar Liar (1997),Ace Ventura: Pet Detective (1994),Finding Nemo (2003),Inception (2010)]"
12,"Happy Gilmore (1996)","violent","[Finding Nemo (2003),Shrek 2 (2004),Dumb & Dumber (Dumb and Dumber) (1994),Shrek (2001)]","[Catch Me If You Can (2002),Jerry Maguire (1996)]","[Ace Ventura: When Nature Calls (1995),Austin Powers: The Spy Who Shagged Me (1999),The Departed (2006),Goodfellas (1990)]"
12,"Happy Gilmore (1996)","well directed",NULL,"[Toy Story (1995),Finding Nemo (2003),Ace Ventura: Pet Detective (1994)]","[Spider-Man (2002),Eternal Sunshine of the Spotless Mind (2004),Dumb & Dumber (Dumb and Dumber) (1994),Beauty and the Beast (1991),Inception (2010),Seven (a.k.a. Se7en) (1995),Die Hard (1988)]"
13,"Shrek (2001)","action filled","[The Mask (1994),Home Alone (1990)]","[Toy Story 2 (1999),Ace Ventura: Pet Detective (1994),Mrs. Doubtfire (1993),Beauty and the Beast (1991)]","[The Bourne Identity (2002),The Lost World: Jurassic Park (1997),Dances with Wolves (1990),Titanic (1997)]"
13,"American Pie (1999)","animated","[Ocean's Eleven (2001),The Lion King (1994),Air Force One (1997)]","[Home Alone (1990),The Nutty Professor (1996),The Dark Knight (2008),Dumb & Dumber (Dumb and Dumber) (1994),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]","[Shrek 2 (2004),The Lost World: Jurassic Park (1997)]"
13,"Beauty and the Beast (1991)","artsy","[Titanic (1997),Ace Ventura: When Nature Calls (1995),Men in Black (a.k.a. MIB) (1997)]","[The Mask (1994),The Terminator (1984),Charlie's Angels (2000),Terminator 2: Judgment Day (1991)]","[Jumanji (1995),Shrek 2 (2004)]"
13,"The Lion King (1994)","believable","[Speed (1994),The Mask (1994),Toy Story 2 (1999),True Lies (1994)]","[Shrek (2001),Finding Nemo (2003),Beauty and the Beast (1991),Ace Ventura: When Nature Calls (1995)]","[Home Alone (1990),Fargo (1996)]"
13,"Grease (1978)","big budget","[Shrek (2001),Shrek 2 (2004)]","[Congo (1995),Home Alone (1990),Meet the Parents (2000),Mrs. Doubtfire (1993)]","[Men in Black (a.k.a. MIB) (1997),Inception (2010),Air Force One (1997),Charlie's Angels (2000)]"
13,"Mrs. Doubtfire (1993)","bizarre","[Finding Nemo (2003),Home Alone (1990),Monsters, Inc. (2001),Shrek (2001),Ace Ventura: When Nature Calls (1995)]","[Air Force One (1997),Titanic (1997),The Lion King (1994)]","[The Terminator (1984),The Departed (2006)]"
13,"The Nutty Professor (1996)","boring","[The Bourne Identity (2002),The Terminator (1984),Dances with Wolves (1990)]","[The Mask (1994),Grease (1978),Ocean's Eleven (2001),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]","[Aladdin (1992),The Princess Bride (1987),The Lost World: Jurassic Park (1997)]"
13,"Jumanji (1995)","budget","[Meet the Parents (2000),Dances with Wolves (1990),Ace Ventura: When Nature Calls (1995),Beauty and the Beast (1991)]","[Men in Black (a.k.a. MIB) (1997),Finding Nemo (2003)]","[The Terminator (1984),Ocean's Eleven (2001),Predator (1987),The Dark Knight (2008)]"
13,"Congo (1995)","cartoonish","[The Departed (2006),Grease (1978),Ocean's Eleven (2001)]","[Home Alone (1990)]","[Monsters, Inc. (2001),The Nutty Professor (1996),Ace Ventura: When Nature Calls (1995),The Lion King (1994),Shrek 2 (2004),Men in Black (a.k.a. MIB) (1997)]"
13,"Fargo (1996)","cheesy","[Ocean's Eleven (2001),The Departed (2006)]","[Men in Black (a.k.a. MIB) (1997),Monsters, Inc. (2001),The Mask (1994)]","[Mrs. Doubtfire (1993),The Lion King (1994),Dumb & Dumber (Dumb and Dumber) (1994),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Ace Ventura: Pet Detective (1994)]"
13,"The Terminator (1984)","complicated","[Finding Nemo (2003),Toy Story 2 (1999),Beauty and the Beast (1991),Shrek 2 (2004),Aladdin (1992)]","[Forrest Gump (1994),Ace Ventura: Pet Detective (1994),The Princess Bride (1987)]","[The American President (1995),Inception (2010)]"
13,"Forrest Gump (1994)","confusing","[Monsters, Inc. (2001),The Nutty Professor (1996),Ace Ventura: Pet Detective (1994),American Pie (1999)]","[Fargo (1996),Jumanji (1995),The Lost World: Jurassic Park (1997),Dances with Wolves (1990),Speed (1994)]","[Charlie's Angels (2000)]"
13,"The Lion King (1994)","crazy gore","[Toy Story 2 (1999),Shrek 2 (2004),Shrek (2001),The Princess Bride (1987)]","[Finding Nemo (2003),American Pie (1999)]","[Predator (1987),The Terminator (1984),Inception (2010),The Dark Knight (2008)]"
13,"Beauty and the Beast (1991)","dense","[Dumb & Dumber (Dumb and Dumber) (1994),Mrs. Doubtfire (1993)]","[Jumanji (1995),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]","[American History X (1998),Speed (1994),Air Force One (1997),Dances with Wolves (1990),Inception (2010),Fargo (1996)]"
13,"Ace Ventura: Pet Detective (1994)","documentary style","[Terminator 2: Judgment Day (1991),Men in Black (a.k.a. MIB) (1997),The Terminator (1984)]","[American Pie (1999),Monsters, Inc. (2001),Finding Nemo (2003),Mrs. Doubtfire (1993),The Nutty Professor (1996)]","[To Kill a Mockingbird (1962),Inception (2010)]"
13,"Congo (1995)","dramatic","[Ace Ventura: When Nature Calls (1995),Finding Nemo (2003),Monsters, Inc. (2001),The Mask (1994),Aladdin (1992)]","[To Kill a Mockingbird (1962),Predator (1987),The Princess Bride (1987)]","[Ocean's Eleven (2001),Titanic (1997)]"
13,"American History X (1998)","dynamic","[American Pie (1999),Home Alone (1990),Mrs. Doubtfire (1993)]","[Congo (1995),Forrest Gump (1994),Grease (1978),The American President (1995)]","[The Dark Knight (2008),Titanic (1997),Terminator 2: Judgment Day (1991)]"
13,"Mrs. Doubtfire (1993)","entertaining","[To Kill a Mockingbird (1962),The Princess Bride (1987),Inception (2010)]","[The Nutty Professor (1996),Home Alone (1990),Monsters, Inc. (2001),American Pie (1999),Beauty and the Beast (1991)]","[Men in Black (a.k.a. MIB) (1997),Ocean's Eleven (2001)]"
13,"True Lies (1994)","exaggerated","[Inception (2010)]","[The Terminator (1984),Terminator 2: Judgment Day (1991),The Bourne Identity (2002),Charlie's Angels (2000)]","[Jumanji (1995),Toy Story 2 (1999),Shrek (2001),Aladdin (1992),Beauty and the Beast (1991)]"
13,"Shrek (2001)","factual","[Predator (1987),The Lost World: Jurassic Park (1997)]","[Toy Story 2 (1999),Monsters, Inc. (2001),Home Alone (1990),Beauty and the Beast (1991),Jumanji (1995)]","[Ace Ventura: Pet Detective (1994),Ocean's Eleven (2001),Mrs. Doubtfire (1993)]"
13,"Dumb & Dumber (Dumb and Dumber) (1994)","far-fetched","[Grease (1978),The American President (1995),The Princess Bride (1987),Meet the Parents (2000)]","[Shrek 2 (2004),The Lion King (1994),Aladdin (1992)]","[Speed (1994),True Lies (1994),Men in Black (a.k.a. MIB) (1997)]"
13,"Jumanji (1995)","feels real","[Terminator 2: Judgment Day (1991),The Lost World: Jurassic Park (1997)]","[The Dark Knight (2008),Shrek 2 (2004),Shrek (2001)]","[Home Alone (1990),To Kill a Mockingbird (1962),Forrest Gump (1994),Ace Ventura: When Nature Calls (1995),Charlie's Angels (2000)]"
13,"Mrs. Doubtfire (1993)","fictionalized","[Ocean's Eleven (2001),The Bourne Identity (2002)]","[American Pie (1999),The American President (1995)]","[Terminator 2: Judgment Day (1991),Shrek (2001),Monsters, Inc. (2001),Toy Story 2 (1999),Beauty and the Beast (1991),Aladdin (1992)]"
13,"Toy Story 2 (1999)","funny","[American History X (1998),Charlie's Angels (2000),To Kill a Mockingbird (1962),Titanic (1997),Grease (1978),Aladdin (1992)]","[American Pie (1999),Men in Black (a.k.a. MIB) (1997)]","[The Mask (1994),Dumb & Dumber (Dumb and Dumber) (1994)]"
13,"Mrs. Doubtfire (1993)","gory","[The Mask (1994),Finding Nemo (2003),Ace Ventura: Pet Detective (1994)]","[The Princess Bride (1987),The American President (1995),Fargo (1996)]","[Men in Black (a.k.a. MIB) (1997),Air Force One (1997),To Kill a Mockingbird (1962),The Dark Knight (2008)]"
13,"Toy Story 2 (1999)","harsh","[Monsters, Inc. (2001),The Nutty Professor (1996),Beauty and the Beast (1991),Shrek (2001)]","[The Lost World: Jurassic Park (1997)]","[Dances with Wolves (1990),Jumanji (1995),Grease (1978),Forrest Gump (1994),Terminator 2: Judgment Day (1991)]"
13,"True Lies (1994)","heartfelt","[Ace Ventura: Pet Detective (1994),Terminator 2: Judgment Day (1991)]","[Men in Black (a.k.a. MIB) (1997),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Jumanji (1995)]","[Grease (1978),Monsters, Inc. (2001),Home Alone (1990),Shrek (2001),Mrs. Doubtfire (1993)]"
13,"Shrek 2 (2004)","impactful","[Dumb & Dumber (Dumb and Dumber) (1994)]","[Shrek (2001),The Nutty Professor (1996)]","[The Bourne Identity (2002),Forrest Gump (1994),Speed (1994),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Fargo (1996),The Terminator (1984),True Lies (1994)]"
13,"American History X (1998)","incomprehensible","[Ace Ventura: Pet Detective (1994),Toy Story 2 (1999),Mrs. Doubtfire (1993),Shrek 2 (2004),Ace Ventura: When Nature Calls (1995),Home Alone (1990)]","[Meet the Parents (2000),Grease (1978)]","[The Dark Knight (2008),Charlie's Angels (2000)]"
13,"Meet the Parents (2000)","intense","[Shrek (2001),Finding Nemo (2003)]","[Home Alone (1990),Aladdin (1992),The Mask (1994)]","[Predator (1987),Men in Black (a.k.a. MIB) (1997),Inception (2010),Terminator 2: Judgment Day (1991),Dances with Wolves (1990)]"
13,"The Lion King (1994)","interesting","[Grease (1978),Predator (1987)]","[Monsters, Inc. (2001),Toy Story 2 (1999),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Forrest Gump (1994),Ace Ventura: Pet Detective (1994)]","[Terminator 2: Judgment Day (1991),Finding Nemo (2003),Speed (1994)]"
13,"The Terminator (1984)","juvenile humor","[American History X (1998),The Lion King (1994),Forrest Gump (1994),The Princess Bride (1987)]","[Terminator 2: Judgment Day (1991),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]","[The Mask (1994),Monsters, Inc. (2001),Ace Ventura: When Nature Calls (1995),Dumb & Dumber (Dumb and Dumber) (1994)]"
13,"Fargo (1996)","light-hearted","[To Kill a Mockingbird (1962),The Bourne Identity (2002),Predator (1987)]","[Forrest Gump (1994),Beauty and the Beast (1991),Grease (1978)]","[Finding Nemo (2003),The Lion King (1994),The Nutty Professor (1996),Ace Ventura: When Nature Calls (1995)]"
13,"Jumanji (1995)","long","[Shrek 2 (2004),Monsters, Inc. (2001),Charlie's Angels (2000)]","[Home Alone (1990),The Princess Bride (1987),Speed (1994),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]","[Titanic (1997),The American President (1995),The Terminator (1984)]"
13,"The Nutty Professor (1996)","mainstream","[To Kill a Mockingbird (1962),Speed (1994),Fargo (1996)]","[Ocean's Eleven (2001),Dumb & Dumber (Dumb and Dumber) (1994),Toy Story 2 (1999),Monsters, Inc. (2001)]","[Home Alone (1990),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Shrek (2001)]"
13,"Aladdin (1992)","make you think","[Dumb & Dumber (Dumb and Dumber) (1994),Toy Story 2 (1999)]","[Home Alone (1990),Mrs. Doubtfire (1993),Jumanji (1995)]","[The Bourne Identity (2002),The American President (1995),Forrest Gump (1994),The Terminator (1984),The Dark Knight (2008)]"
13,"The Lost World: Jurassic Park (1997)","mindless","[Dances with Wolves (1990),Forrest Gump (1994),Inception (2010),Meet the Parents (2000)]","[Jumanji (1995),Shrek (2001)]","[The Nutty Professor (1996),The Mask (1994),Ace Ventura: Pet Detective (1994),Toy Story 2 (1999)]"
13,"The Lost World: Jurassic Park (1997)","mushy mushy","[To Kill a Mockingbird (1962),Terminator 2: Judgment Day (1991),True Lies (1994)]","[The American President (1995),Men in Black (a.k.a. MIB) (1997),Charlie's Angels (2000)]","[American Pie (1999),Ace Ventura: Pet Detective (1994),Finding Nemo (2003),Shrek 2 (2004)]"
13,"To Kill a Mockingbird (1962)","original","[Congo (1995),The Lost World: Jurassic Park (1997),The Nutty Professor (1996),Toy Story 2 (1999),Ace Ventura: Pet Detective (1994)]","[American History X (1998),Pirates of the Caribbean: The Curse of the Black Pearl (2003),The Departed (2006),The Bourne Identity (2002)]","[Home Alone (1990)]"
13,"Dumb & Dumber (Dumb and Dumber) (1994)","over the top","[The Princess Bride (1987),The Bourne Identity (2002),Dances with Wolves (1990),Meet the Parents (2000)]","[The Nutty Professor (1996),American Pie (1999),Finding Nemo (2003),Toy Story 2 (1999),Monsters, Inc. (2001)]","[The Lost World: Jurassic Park (1997)]"
13,"The Mask (1994)","overrated","[Home Alone (1990),To Kill a Mockingbird (1962),Dumb & Dumber (Dumb and Dumber) (1994),The Nutty Professor (1996)]","[Ace Ventura: Pet Detective (1994),Predator (1987),Finding Nemo (2003)]","[The Lion King (1994),Jumanji (1995),Ocean's Eleven (2001)]"
13,"The Lost World: Jurassic Park (1997)","playful","[Congo (1995)]","[Beauty and the Beast (1991),Jumanji (1995),Shrek 2 (2004),Men in Black (a.k.a. MIB) (1997)]","[Monsters, Inc. (2001),Finding Nemo (2003),Home Alone (1990),Toy Story 2 (1999),The Mask (1994)]"
13,"The American President (1995)","pointless","[Forrest Gump (1994),Ocean's Eleven (2001)]","[Finding Nemo (2003),Jumanji (1995),Beauty and the Beast (1991),Ace Ventura: When Nature Calls (1995),American Pie (1999)]","[Charlie's Angels (2000),Terminator 2: Judgment Day (1991),The Dark Knight (2008)]"
13,"Dances with Wolves (1990)","predictable","[The Bourne Identity (2002)]","[To Kill a Mockingbird (1962),Terminator 2: Judgment Day (1991),The Princess Bride (1987),Men in Black (a.k.a. MIB) (1997)]","[Ace Ventura: Pet Detective (1994),Home Alone (1990),Beauty and the Beast (1991),Monsters, Inc. (2001),Shrek 2 (2004)]"
13,"Forrest Gump (1994)","realistic","[Mrs. Doubtfire (1993),The Terminator (1984),Men in Black (a.k.a. MIB) (1997),Shrek 2 (2004),Charlie's Angels (2000)]","[Beauty and the Beast (1991),Aladdin (1992),Dumb & Dumber (Dumb and Dumber) (1994)]","[Dances with Wolves (1990),Home Alone (1990)]"
13,"The Terminator (1984)","romantic","[Congo (1995),Home Alone (1990),Forrest Gump (1994),Jumanji (1995)]","[Terminator 2: Judgment Day (1991),The Dark Knight (2008),Men in Black (a.k.a. MIB) (1997)]","[Shrek (2001),The American President (1995),Toy Story 2 (1999)]"
13,"The Terminator (1984)","sappy","[To Kill a Mockingbird (1962),Grease (1978),The Princess Bride (1987),Inception (2010)]","[Aladdin (1992)]","[Men in Black (a.k.a. MIB) (1997),Home Alone (1990),Ace Ventura: Pet Detective (1994),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Jumanji (1995)]"
13,"Ace Ventura: When Nature Calls (1995)","scary","[American Pie (1999),The Princess Bride (1987)]","[Beauty and the Beast (1991),Finding Nemo (2003),Toy Story 2 (1999)]","[The Bourne Identity (2002),Jumanji (1995),Terminator 2: Judgment Day (1991),Men in Black (a.k.a. MIB) (1997),To Kill a Mockingbird (1962)]"
13,"Jumanji (1995)","serious","[Meet the Parents (2000),Ace Ventura: Pet Detective (1994),American Pie (1999)]","[The Lost World: Jurassic Park (1997),Monsters, Inc. (2001)]","[Air Force One (1997),Ocean's Eleven (2001),Forrest Gump (1994),Grease (1978),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]"
13,"Ace Ventura: When Nature Calls (1995)","simplistic script","[To Kill a Mockingbird (1962),Dances with Wolves (1990)]","[The Terminator (1984),True Lies (1994),Inception (2010),The Lion King (1994),Grease (1978),The Princess Bride (1987)]","[American Pie (1999),Toy Story 2 (1999)]"
13,"Air Force One (1997)","slow-paced","[Speed (1994),The Bourne Identity (2002)]","[The Dark Knight (2008)]","[The Princess Bride (1987),Home Alone (1990),Beauty and the Beast (1991),Shrek 2 (2004),Toy Story 2 (1999),Monsters, Inc. (2001),Shrek (2001)]"
13,"Shrek 2 (2004)","tearful","[Mrs. Doubtfire (1993),Ace Ventura: When Nature Calls (1995)]","[Finding Nemo (2003),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Home Alone (1990)]","[Charlie's Angels (2000),Fargo (1996),Dances with Wolves (1990),Forrest Gump (1994),Grease (1978)]"
13,"The American President (1995)","terrifying","[Shrek (2001),Shrek 2 (2004),Mrs. Doubtfire (1993)]","[Forrest Gump (1994),Jumanji (1995),Pirates of the Caribbean: The Curse of the Black Pearl (2003),The Princess Bride (1987)]","[Terminator 2: Judgment Day (1991),The Lost World: Jurassic Park (1997),To Kill a Mockingbird (1962)]"
13,"The Terminator (1984)","tongue and cheek","[Titanic (1997),Beauty and the Beast (1991)]","[Speed (1994),The Lion King (1994),The Lost World: Jurassic Park (1997)]","[Shrek (2001),Home Alone (1990),Shrek 2 (2004),Ace Ventura: Pet Detective (1994),Meet the Parents (2000)]"
13,"Beauty and the Beast (1991)","twisty","[Dumb & Dumber (Dumb and Dumber) (1994),The Nutty Professor (1996)]","[The Lion King (1994),Forrest Gump (1994),Men in Black (a.k.a. MIB) (1997)]","[Charlie's Angels (2000),The Departed (2006),The Bourne Identity (2002),The Dark Knight (2008),American History X (1998)]"
13,"To Kill a Mockingbird (1962)","typical","[The Departed (2006)]","[Charlie's Angels (2000),Speed (1994)]","[The Dark Knight (2008),Ocean's Eleven (2001),Shrek 2 (2004),Meet the Parents (2000),Ace Ventura: Pet Detective (1994),Toy Story 2 (1999),Shrek (2001)]"
13,"Home Alone (1990)","unique story","[The Mask (1994),Shrek (2001),Dumb & Dumber (Dumb and Dumber) (1994)]","[Aladdin (1992),Ace Ventura: Pet Detective (1994),American Pie (1999)]","[Mrs. Doubtfire (1993),Forrest Gump (1994),Grease (1978),Air Force One (1997)]"
13,"The Lost World: Jurassic Park (1997)","unrealistic",NULL,"[Finding Nemo (2003),Jumanji (1995),Men in Black (a.k.a. MIB) (1997),Toy Story 2 (1999)]","[Home Alone (1990),Air Force One (1997),Forrest Gump (1994),Dumb & Dumber (Dumb and Dumber) (1994),Speed (1994),Titanic (1997)]"
13,"Toy Story 2 (1999)","violent","[Home Alone (1990)]","[Dumb & Dumber (Dumb and Dumber) (1994),Aladdin (1992),Shrek 2 (2004)]","[True Lies (1994),The Terminator (1984),Charlie's Angels (2000),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Grease (1978),The American President (1995)]"
13,"Titanic (1997)","well directed","[Dances with Wolves (1990),Toy Story 2 (1999),The Mask (1994)]","[Grease (1978),Forrest Gump (1994)]","[Inception (2010),The Bourne Identity (2002),Terminator 2: Judgment Day (1991),Men in Black (a.k.a. MIB) (1997),The Terminator (1984)]"
14,"Who Framed Roger Rabbit? (1988)","action filled","[Snow White and the Seven Dwarfs (1937),Coneheads (1993)]","[Robin Hood: Men in Tights (1993),Eternal Sunshine of the Spotless Mind (2004),Pleasantville (1998),What's Eating Gilbert Grape (1993),Toy Story (1995)]","[Indiana Jones and the Temple of Doom (1984),Forrest Gump (1994),Run Lola Run (Lola rennt) (1998)]"
14,"Kill Bill: Vol. 1 (2003)","believable","[Beauty and the Beast (1991),Toy Story (1995),Shrek (2001),The Lion King (1994),Austin Powers: International Man of Mystery (1997)]","[Home Alone (1990),Four Weddings and a Funeral (1994)]","[Good Will Hunting (1997),Desperado (1995),Rocky (1976)]"
14,"The Godfather (1972)","big budget","[To Kill a Mockingbird (1962),Babe (1995)]","[The Silence of the Lambs (1991),My Cousin Vinny (1992),While You Were Sleeping (1995),Reservoir Dogs (1992)]","[Indiana Jones and the Last Crusade (1989),Beverly Hills Cop III (1994),The Dark Knight (2008),The Fugitive (1993)]"
14,"Aladdin (1992)","bizarre","[Philadelphia (1993),The Sound of Music (1965),American Beauty (1999)]","[Chicken Run (2000),Who Framed Roger Rabbit? (1988),Groundhog Day (1993)]","[Ace Ventura: When Nature Calls (1995),Eternal Sunshine of the Spotless Mind (2004),E.T. the Extra-Terrestrial (1982),Face/Off (1997)]"
14,"Ace Ventura: When Nature Calls (1995)","boring","[Bug's Life, A (1998),American History X (1998)]","[Lethal Weapon (1987),Batman (1989),Clerks (1994),Indiana Jones and the Temple of Doom (1984)]","[Apollo 13 (1995),The Lost World: Jurassic Park (1997),The Usual Suspects (1995),High Fidelity (2000)]"
14,"Toy Story (1995)","budget","[Apollo 13 (1995),Twister (1996)]","[Groundhog Day (1993),Snow White and the Seven Dwarfs (1937),Spider-Man (2002),Kill Bill: Vol. 1 (2003),Beetlejuice (1988)]","[Gone with the Wind (1939),Mary Poppins (1964),Four Weddings and a Funeral (1994)]"
14,"Addams Family Values (1993)","cartoonish","[Saving Private Ryan (1998),Titanic (1997),Leaving Las Vegas (1995)]","[Mary Poppins (1964),Charlie's Angels (2000)]","[Shrek 2 (2004),Finding Nemo (2003),The Lion King (1994),Beauty and the Beast (1991),Jaws (1975)]"
14,"The Fugitive (1993)","cheesy","[Mission: Impossible (1996),Lost in Translation (2003),Die Hard: With a Vengeance (1995),Rain Man (1988)]","[Ghostbusters (a.k.a. Ghost Busters) (1984),The Little Mermaid (1989)]","[The Princess Bride (1987),Pretty Woman (1990),The Mask (1994),Austin Powers: The Spy Who Shagged Me (1999)]"
14,"Forrest Gump (1994)","complicated","[Beetlejuice (1988)]","[The Princess Bride (1987),Ghostbusters (a.k.a. Ghost Busters) (1984),Back to the Future (1985),Grease (1978)]","[Speed (1994),Mission: Impossible (1996),Dead Poets Society (1989),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Indiana Jones and the Temple of Doom (1984)]"
14,"While You Were Sleeping (1995)","confusing","[Shrek (2001),The Santa Clause (1994),Austin Powers: International Man of Mystery (1997),Toy Story (1995)]","[Pulp Fiction (1994),The Godfather (1972),Braveheart (1995),The Terminator (1984),Four Weddings and a Funeral (1994)]","[The Sixth Sense (1999)]"
14,"The Wizard of Oz (1939)","crazy gore","[Bug's Life, A (1998),Coneheads (1993),The Santa Clause (1994),Mary Poppins (1964)]","[2001: A Space Odyssey (1968),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Who Framed Roger Rabbit? (1988),Pretty Woman (1990)]","[The Silence of the Lambs (1991),Desperado (1995)]"
14,"Beauty and the Beast (1991)","dense","[The Big Lebowski (1998),Back to the Future (1985),Indiana Jones and the Last Crusade (1989)]","[Monsters, Inc. (2001),Honey, I Shrunk the Kids (1989),Office Space (1999)]","[Beautiful Mind, A (2001),Twister (1996),Speed (1994),Die Hard: With a Vengeance (1995)]"
14,"Philadelphia (1993)","documentary style","[There's Something About Mary (1998),Back to the Future Part III (1990),Beetlejuice (1988),The Princess Bride (1987),Eternal Sunshine of the Spotless Mind (2004),Ghost (1990)]","[Twister (1996),Jurassic Park (1993),Top Gun (1986),Rain Man (1988)]",NULL
14,"What's Eating Gilbert Grape (1993)","dramatic","[American Pie (1999),Finding Nemo (2003),The Mask (1994),The Incredibles (2004)]","[Mrs. Doubtfire (1993),The Usual Suspects (1995)]","[Memento (2000),Braveheart (1995),Batman Begins (2005),The Lost World: Jurassic Park (1997)]"
